ZCusto,s_ZCusto,ZQualidade,s_ZQual,ZPrazo,s_ZPrazo,"cov(Zcusto,Zqual)","cov(Zcusto,Zprazo)","cov(Zqual,Zprazo)"
"2.57558013183","1.66372441152","-0.43841766244","1.18215075124","2.21374167461","0.48670913706","1.38514452511","0.56101116833","0.39862357582"
"6.08975551003","1.36216616508","1.80589287407","0.59953366020","2.41150532280","0.36627583744","0.70427267447","0.34566784115","0.15213966646"
"6.40980931602","0.95804257050","0.94063371094","0.88941633086","3.79997835586","0.79704284059","0.70427267447","0.52903827195","0.49114234921"
"-3.11317638833","0.28618002838","-1.79489138062","0.22005826340","-2.76964751990","0.54022476219","0.70427267447","0.10711108734","0.08236311948"
"-0.62478936828","0.65187875255","-1.29510105857","0.21671426538","-0.50614888974","1.08651275437","0.70427267447","0.49070702258","0.16313342243"
"-0.02121167618","0.72432596995","-1.58862454991","0.44001629528","0.64489365735","1.06588111139","0.70427267447","0.53488872253","0.32493623568"
"0.18018552500","0.76160467881","-0.59029881515","0.41485857211","1.61097460621","1.19227754148","0.70427267447","0.62911144412","0.34268733198"
"-0.50505525773","0.46564043833","-0.34567671060","0.35551902976","1.28237867761","1.08110187190","0.70427267447","0.34876904117","0.26628707672"
"-1.40437630961","0.39404385790","-0.96406650462","1.27975431163","0.81315475123","0.40390462197","0.70427267447","0.11026660518","0.35811791146"
"1.98995209497","1.43189693842","-1.87917834701","1.51865859079","0.42402522907","0.86953934968","0.70427267447","0.86262416359","0.91489237913"
"1.06396843749","0.42444676025","-1.93520196910","1.24807909523","1.14796628351","0.92679723066","0.70427267447","0.27253894418","0.80139652535"
"3.48844967825","1.38507909443","-1.28063113882","1.14291212494","1.39560262365","0.92575977158","0.70427267447","0.88836920982","0.73304690354"
